,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
386,Ming Ding,Unique security and privacy threats of large language models: A comprehensive survey,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,"Group Leader@CSIRO's Data61, AU; Clarivate Highly Cited Researcher, Adj. Professor@Swinburne and UTS",,,,,,
387,Ming Ding,Unique security and privacy threats of large language models: A comprehensive survey,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Swinburne,-28.3483333,29.2763889,Thabo Mofutsanyana District Municipality,Maluti-a-Phofung Local Municipality,Free State,South Africa
388,Ming Ding,Unique security and privacy threats of large language models: A comprehensive survey,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,UTS,65.4362354,52.2008925,Ust-Tsilemsky District,,Komi Republic,Russia
389,Minghao Li,"A survey of llm-driven ai agent communication: Protocols, security risks, and defense countermeasures",Building a secure agentic AI application leveraging A2A protocol,Chongqing university,29.5699826,106.4597701,,Shapingba District,Chongqing,China
390,Minghao Li,"A survey of llm-driven ai agent communication: Protocols, security risks, and defense countermeasures",Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Chongqing university,29.5699826,106.4597701,,Shapingba District,Chongqing,China
391,Minghui Xu (徐明辉),We urgently need privilege management in mcp: A measurement of api usage in mcp ecosystems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Professor of Computer Science, Shandong University",,,,,,
392,Minghui Xu (徐明辉),We urgently need privilege management in mcp: A measurement of api usage in mcp ecosystems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Shandong University,36.3655394,120.6845859,,Jimo,Shandong,China
393,Mohamed Amine Ferrag, From prompt injections to protocol exploits: Threats in llm-powered ai agents workflows,Building a secure agentic AI application leveraging A2A protocol,United Arab Emirates University (Highly Cited Researcher 2025 by Clarivate),,,,,,
394,Mohamed Amine Ferrag, From prompt injections to protocol exploits: Threats in llm-powered ai agents workflows,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,United Arab Emirates University (Highly Cited Researcher 2025 by Clarivate),,,,,,
395,Mohamed TABAA,CCoRe: Cooperative-Competitive Reasoning LLM-based Multi-Agent Framework,Building a secure agentic AI application leveraging A2A protocol,EMSI Casablanca Morocco,33.5813177,-7.633637,Pachalik de Casablanca باشوية الدار البيضاء,Casablanca,Casablanca-Settat,Morocco
396,Mohammed Mehedi  Hasan,Model context protocol (mcp) at first glance: Studying the security and maintainability of mcp servers,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"PhD Student at School of Computing, Queens University",,,,,,
397,Mohammed Mehedi  Hasan,Model context protocol (mcp) at first glance: Studying the security and maintainability of mcp servers,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Queens University,35.1888238,-80.8332959,Mecklenburg County,Charlotte,North Carolina,United States
398,Mohammed Mehedi  Hasan,Model context protocol (mcp) at first glance: Studying the security and maintainability of mcp servers,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,School of Computing,,,,,,
399,Monica Vahdati,Agent-to-Agent (A2A) Protocol Integrated Digital Twin System with AgentIQ for Multimodal AI Fitness Coaching and Personalized Well-Being,Building a secure agentic AI application leveraging A2A protocol,Computer Science,,,,,,
400,Monica Vahdati,Agent-to-Agent (A2A) Protocol Integrated Digital Twin System with AgentIQ for Multimodal AI Fitness Coaching and Personalized Well-Being,Building a secure agentic AI application leveraging A2A protocol,School of Electrical Engineering,,,,,,
401,Monica Vahdati,Agent-to-Agent (A2A) Protocol Integrated Digital Twin System with AgentIQ for Multimodal AI Fitness Coaching and Personalized Well-Being,Building a secure agentic AI application leveraging A2A protocol,"School of Electrical Engineering and Computer Science, University of Ottawa",,,,,,
402,Monica Vahdati,Agent-to-Agent (A2A) Protocol Integrated Digital Twin System with AgentIQ for Multimodal AI Fitness Coaching and Personalized Well-Being,Building a secure agentic AI application leveraging A2A protocol,University of Ottawa,45.4225271,-75.6833904,,Ottawa,Ontario,Canada
403,Muhammad Bilal,"Agentic AI: A Review, Applications, and Open Research Challenges",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Emerging Sciences,35.6192449,139.7766674,,Koto,,Japan
404,Muhammad Bilal,"Agentic AI: A Review, Applications, and Open Research Challenges",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,National University of Computer,,,,,,
405,Muhammad Bilal,"Agentic AI: A Review, Applications, and Open Research Challenges",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,National University of Computer and Emerging Sciences,,,,,,
406,Muhammad Bilal,"Agentic AI: A Review, Applications, and Open Research Challenges",Building a secure agentic AI application leveraging A2A protocol,Emerging Sciences,35.6192449,139.7766674,,Koto,,Japan
407,Muhammad Bilal,"Agentic AI: A Review, Applications, and Open Research Challenges",Building a secure agentic AI application leveraging A2A protocol,National University of Computer,,,,,,
408,Muhammad Bilal,"Agentic AI: A Review, Applications, and Open Research Challenges",Building a secure agentic AI application leveraging A2A protocol,National University of Computer and Emerging Sciences,,,,,,
409,Mulei Ma,Agentic web: Weaving the next web with ai agents,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Technology (Guangzhou),23.0417332,113.3873582,,Panyu District,Guangdong,China
410,Mulei Ma,Agentic web: Weaving the next web with ai agents,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Technology (Guangzhou),23.0417332,113.3873582,,Panyu District,Guangdong,China
411,Nenad Tomasev,Distributional AGI safety,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Google DeepMind,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
412,Nicholas Crispino,"Agents in the Wild: Safety, Security, and Beyond",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"PhD Student, University of California, Santa Cruz",,,,,,
413,Nicholas Crispino,"Agents in the Wild: Safety, Security, and Beyond",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Santa Cruz,28.467178,-16.2507843,,Santa Cruz de Tenerife,Canary Islands,Spain
414,Nicholas Crispino,"Agents in the Wild: Safety, Security, and Beyond",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,University of California,33.9820425,-117.332218,Riverside County,Riverside,California,United States
415,No_author_found, A Framework for Secure Communication in Decentralized AI Agent Systems,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,No_author_found,,,,,,
416,No_author_found," Converging Hypermedia, Protocols, and Knowledge Architectures: A New Paradigm for Grounded and Interoperable LLM-Agent Systems",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,No_author_found,,,,,,
417,No_author_found, Criptoius: Technical and Philosophical Foundations. A Blockchain-Based Decentralized Legal Precedent System,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,No_author_found,,,,,,
418,No_author_found, Formal Multi-Agent AI System Architecture for Regulated Insurers,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,No_author_found,,,,,,
419,No_author_found, From Agents to Cognitive Operating Systems,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,No_author_found,,,,,,
420,No_author_found," Unified, Modular, Self-Learning, Real-Time Agentic AI Ecosystem: Integrating Multi-Modal Data, Automation, Feedback Loops, and Secure Agent Orchestration",Building a secure agentic AI application leveraging A2A protocol,No_author_found,,,,,,
421,No_author_found, Уязвимости экосистемы MCP,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,No_author_found,,,,,,
422,No_author_found,AIAuditTrack: A Framework for AI Security system,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,No_author_found,,,,,,
423,No_author_found,Access control of external capabilities exposed by a resource server for artificial intelligence models,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,No_author_found,,,,,,
424,No_author_found,Agentic Ai Security: A Control Framework for Autonomous Decision-Making Systems,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,No_author_found,,,,,,
425,No_author_found,An Agentic AI Framework for Healthcare Claim Denial Analysis,Building a secure agentic AI application leveraging A2A protocol,No_author_found,,,,,,
426,No_author_found,Behavioral Detection Methods for Automated MCP Server Vulnerability Assessment,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,No_author_found,,,,,,
427,No_author_found,Conversational AI Agent for ML Infrastructure Monitoring and Analysis,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,No_author_found,,,,,,
428,No_author_found,Edge-Sage: GraphSAGE Framework for Decentralized Intrusion Detection in Edge IoT Networks,Building a secure agentic AI application leveraging A2A protocol,No_author_found,,,,,,
429,No_author_found,GRACE: A Generalizable Method For Multi-agent System Security Evaluation,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,No_author_found,,,,,,
430,No_author_found,Securing AI Agents,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,No_author_found,,,,,,
431,No_author_found,Securing AI Agents,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,No_author_found,,,,,,
432,No_author_found,The Age of Sensorial Zero Trust: Why We Can No Longer Trust Our Senses,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,No_author_found,,,,,,
433,No_author_found,The Age of Sensorial Zero Trust: Why We Can No Longer Trust Our Senses,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,No_author_found,,,,,,
434,No_author_found,Zero-Knowledge Audit for Internet of Agents: Privacy-Preserving Communication Verification with Model Context Protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,No_author_found,,,,,,
435,No_author_found,[BOOK][B] The AI Factory: AI Capability Guide for SMEs,Building a secure agentic AI application leveraging A2A protocol,No_author_found,,,,,,
436,No_author_found,[CITATION][C] Model Context Protocol 기술동향 및 발전방향 고찰에 관한 연구,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,No_author_found,,,,,,
437,Octavia A. Dobre,From large ai models to agentic ai: A tutorial on future intelligent communications,Building a secure agentic AI application leveraging A2A protocol,Memorial University,47.5732831,-52.7351911,,St. John's,Newfoundland and Labrador,Canada
438,Om Narayan,A2AS: Agentic AI Runtime Security and Self-Defense,Building a secure agentic AI application leveraging A2A protocol,New York University,40.7292053,-73.9950148,New York County,New York,New York,United States
439,Om Narayan,A2AS: Agentic AI Runtime Security and Self-Defense,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,New York University,40.7292053,-73.9950148,New York County,New York,New York,United States
440,Om Narayan,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,LLM and GenAI data security best practices,New York University,40.7292053,-73.9950148,New York County,New York,New York,United States
441,Om Narayan,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Multi-agentic system threat modelling guide OWASP GenAI security project,New York University,40.7292053,-73.9950148,New York County,New York,New York,United States
442,Paolo Cacace,arXiv: Federation of Agents: A Semantics-Aware Communication Fabric for Large-Scale Agentic AI,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,CERN,46.2349649,6.0473162,Ain,,Auvergne-Rhône-Alpes,France
443,Partha Pratim Ray,"A comprehensive introspection on AI risks: taxonomy, challenges, and future directions",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Sikkim University,5.5708628,-0.2090324,Korle-Klottey Municipal District,Accra,Greater Accra Region,Ghana
444,Peng Di,Systematic analysis of mcp security,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Ant Group,49.2551481,-122.9960492,Metro Vancouver Regional District,Burnaby,British Columbia,Canada
445,Peng Di,Systematic analysis of mcp security,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,UNSW Sydney,-33.9062434,151.2346568,,Sydney,New South Wales,Australia
446,Peng Zhang,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),Guangzhou University,23.0446501,113.3631548,,Panyu District,Guangdong,China
447,Peng Zhang,"LLM-based Agents Suffer from Hallucinations: A Survey of Taxonomy, Methods, and Directions",Agent Capability Negotiation and Binding Protocol (ACNBP),"Professor, Guangzhou University",,,,,,
448,Ping He,Automatic Red Teaming LLM-based Agents with Model Context Protocol Tools,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Zhejiang University,30.521595,120.7195312,,Haining,Zhejiang,China
449,Prashant Kulkarni,Building a secure agentic AI application leveraging A2A protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Google,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
450,Prashant Kulkarni,Building a secure agentic AI application leveraging A2A protocol,LLM and GenAI data security best practices,Google,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
451,Prashant Kulkarni,Building a secure agentic AI application leveraging A2A protocol,Multi-agentic system threat modelling guide OWASP GenAI security project,Google,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
452,Prashant Kulkarni,[CITATION][C] Building A Secure Agentic AI Application Leveraging Google's A2A Protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Google,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
453,Prof. Dr. Bishwajeet Pandey,"Agentic AI systems in the age of generative models: architectures, cloud scalability, and real-world applications",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Greater Noida,28.4670734,77.5137649,Gautam Buddha Nagar,Greater Noida,Uttar Pradesh,India
454,Prof. Dr. Bishwajeet Pandey,"Agentic AI systems in the age of generative models: architectures, cloud scalability, and real-world applications",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Management,14.5713028,121.0274948,,Makati,,Philippines
455,"Prof. Dr. Noor Zaman Jhanjhi, PhD"," A research landscape of Agentic AI and large language models: Applications, challenges and future directions",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Professor | Director Centre for Intelligent Innovations | PD PG Research Progs @ Taylor's University,,,,,,
456,"Prof. Dr. Noor Zaman Jhanjhi, PhD"," A research landscape of Agentic AI and large language models: Applications, challenges and future directions",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Taylor's University,3.0632813,101.6170616,,Subang Jaya City Council,Selangor,Malaysia
457,Qiang Duan, Agent Communications in Edge Computing toward Agentic AI-driven Internet of Things,Building a secure agentic AI application leveraging A2A protocol,"Professor of Information Sciences & Technology, the Penn State University",,,,,,
458,Qiang Duan, Agent Communications in Edge Computing toward Agentic AI-driven Internet of Things,Building a secure agentic AI application leveraging A2A protocol,the Penn State University,39.8905838,-75.1712184,Philadelphia County,Philadelphia,Pennsylvania,United States
459,Qiang Duan,Agent Communications toward Agentic AI at Edge--A Case Study of the Agent2Agent Protocol,Building a secure agentic AI application leveraging A2A protocol,"Professor of Information Sciences & Technology, the Penn State University",,,,,,
460,Qiang Duan,Agent Communications toward Agentic AI at Edge--A Case Study of the Agent2Agent Protocol,Building a secure agentic AI application leveraging A2A protocol,the Penn State University,39.8905838,-75.1712184,Philadelphia County,Philadelphia,Pennsylvania,United States
461,Qiaomu Li,From glue-code to protocols: A critical analysis of a2a and mcp integration for scalable agent systems,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Kennesaw State University,34.0383452,-84.5831053,Cobb County,,Georgia,United States
462,Qiaomu Li,From glue-code to protocols: A critical analysis of a2a and mcp integration for scalable agent systems,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Kennesaw State University,34.0383452,-84.5831053,Cobb County,,Georgia,United States
463,Ramesh Raskar,Beyond dns: Unlocking the internet of ai agents via the nanda index and verified agentfacts,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,"Associate Professor, MIT Media Lab",,,,,,
464,Ramesh Raskar,The Trust Fabric: Decentralized Interoperability and Economic Coordination for the Agentic Web,Building a secure agentic AI application leveraging A2A protocol,"Associate Professor, MIT Media Lab",,,,,,
465,Ranjan Sapkota,"Trism for agentic ai: A review of trust, risk, and security management in llm-based agentic multi-agent systems",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Cornell University,42.4529076,-76.4800842,Tompkins County,City of Ithaca,New York,United States
466,Ranjan Sapkota,"Trism for agentic ai: A review of trust, risk, and security management in llm-based agentic multi-agent systems",Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Cornell University,42.4529076,-76.4800842,Tompkins County,City of Ithaca,New York,United States
467,Ranjan Sapkota,"Trism for agentic ai: A review of trust, risk, and security management in llm-based agentic multi-agent systems",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Cornell University,42.4529076,-76.4800842,Tompkins County,City of Ithaca,New York,United States
468,Ranjan Sapkota,Vibe coding vs. agentic coding: Fundamentals and practical implications of agentic ai,Building a secure agentic AI application leveraging A2A protocol,Cornell University,42.4529076,-76.4800842,Tompkins County,City of Ithaca,New York,United States
469,Riccardo Taiello,Federation of agents: A semantics-aware communication fabric for large-scale agentic ai,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,CERN,46.2349649,6.0473162,Ain,,Auvergne-Rhône-Alpes,France
470,Ronald F. Del Rosario,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,SAP,53.3016545,-8.9875954,County Galway,Galway,,Ireland
471,Ronald F. Del Rosario,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Building a secure agentic AI application leveraging A2A protocol,SAP,53.3016545,-8.9875954,County Galway,Galway,,Ireland
472,Ronald F. Del Rosario,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,SAP,53.3016545,-8.9875954,County Galway,Galway,,Ireland
473,Ronald F. Del Rosario,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Multi-agentic system threat modelling guide OWASP GenAI security project,SAP,53.3016545,-8.9875954,County Galway,Galway,,Ireland
474,Ronald F. Del Rosario,Coalesce: Economic and security dynamics of skill-based task outsourcing among team of autonomous llm agents,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,SAP,53.3016545,-8.9875954,County Galway,Galway,,Ireland
475,Ronald F. Del Rosario,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,SAP,53.3016545,-8.9875954,County Galway,Galway,,Ireland
476,Ronald F. Del Rosario,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,LLM and GenAI data security best practices,SAP,53.3016545,-8.9875954,County Galway,Galway,,Ireland
477,Ronald F. Del Rosario,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Multi-agentic system threat modelling guide OWASP GenAI security project,SAP,53.3016545,-8.9875954,County Galway,Galway,,Ireland
478,Ronald F. Del Rosario,MAIF: Enforcing AI Trust and Provenance with an Artifact-Centric Agentic Paradigm,Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,SAP,53.3016545,-8.9875954,County Galway,Galway,,Ireland
479,Rui Zhang,Mpma: Preference manipulation attack against model context protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Technology of China,30.5202172,114.4118463,,Hongshan District,Hubei,China
480,Rui Zhang,Mpma: Preference manipulation attack against model context protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of Electronic Science,30.6746928,104.0958328,,Chenghua District,Sichuan,China
481,Rui Zhang,Mpma: Preference manipulation attack against model context protocol,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,University of Electronic Science and Technology of China,30.7534211,103.9294024,,Pidu District,Sichuan,China
482,Ruoxi Jia,"Agents in the Wild: Safety, Security, and Beyond",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"Assistant Professor, Virginia Tech",,,,,,
483,Ruoxi Jia,"Agents in the Wild: Safety, Security, and Beyond",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Virginia Tech,37.2219268,-80.4272818,Montgomery County,Blacksburg,Virginia,United States
484,Sadif Ahmed,"A Survey on Agentic Security: Applications, Threats and Defenses",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Student,,,,,,
485,Saeid Jamshidi,Securing the Model Context Protocol: Defending LLMs Against Tool Poisoning and Adversarial Attacks,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Cybersecurity Researcher (PhD) & Postdoctoral Fellow | Polytechnique Montréal,,,,,,
486,Saeid Jamshidi,Securing the Model Context Protocol: Defending LLMs Against Tool Poisoning and Adversarial Attacks,Etdi: Mitigating tool squatting and rug pull attacks in model context protocol (mcp) by using oauth-enhanced tool definitions and policy-based access control,Cybersecurity Researcher (PhD) & Postdoctoral Fellow | Polytechnique Montréal,,,,,,
487,Sahaya Jestus Lazer,"A Survey of Agentic AI and Cybersecurity: Challenges, Opportunities and Use-case Prototypes",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Tennessee Technological University,36.1748736,-85.5089051,Putnam County,Cookeville,Tennessee,United States
488,Sahaya Jestus Lazer,"A Survey of Agentic AI and Cybersecurity: Challenges, Opportunities and Use-case Prototypes",Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,Tennessee Technological University,36.1748736,-85.5089051,Putnam County,Cookeville,Tennessee,United States
489,Sahaya Jestus Lazer,"A Survey of Agentic AI and Cybersecurity: Challenges, Opportunities and Use-case Prototypes",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Tennessee Technological University,36.1748736,-85.5089051,Putnam County,Cookeville,Tennessee,United States
490,Sahaya Jestus Lazer,"A Survey of Agentic AI and Cybersecurity: Challenges, Opportunities and Use-case Prototypes",Securing genai multi-agent systems against tool squatting: A zero trust registry-based approach,Tennessee Technological University,36.1748736,-85.5089051,Putnam County,Cookeville,Tennessee,United States
491,Sarfraz Brohi," A research landscape of Agentic AI and large language models: Applications, challenges and future directions",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Bristol,51.4538022,-2.5972985,City of Bristol,Bristol,England,United Kingdom
492,Saroj Kanta Mishra,Systematization of Knowledge: Security and Safety in the Model Context Protocol Ecosystem,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Head,52.2291449,21.0180507,Warsaw,Warsaw,Masovian Voivodeship,Poland
493,Saroj Kanta Mishra,Systematization of Knowledge: Security and Safety in the Model Context Protocol Ecosystem,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Professor and Head, Department of Endocrine Surgery, Sanjay Gandhi Postgraduate Institute of Medical",,,,,,
494,Sean Zhu,Systematic analysis of mcp security,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Adelaide University,-34.9189226,138.6042367,Adelaide City Council,Adelaide,South Australia,Australia
495,"Shaina Raza , PhD","Trism for agentic ai: A review of trust, risk, and security management in llm-based agentic multi-agent systems",A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,University of Toronto,43.6608141,-79.3960322,,Toronto,Ontario,Canada
496,"Shaina Raza , PhD","Trism for agentic ai: A review of trust, risk, and security management in llm-based agentic multi-agent systems",Agent name service (ans): A universal directory for secure ai agent discovery and interoperability,University of Toronto,43.6608141,-79.3960322,,Toronto,Ontario,Canada
497,"Shaina Raza , PhD","Trism for agentic ai: A review of trust, risk, and security management in llm-based agentic multi-agent systems",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,University of Toronto,43.6608141,-79.3960322,,Toronto,Ontario,Canada
498,Shaofei Li,"When mcp servers attack: Taxonomy, feasibility, and mitigation",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Peking University,40.1750746,116.1593872,,Changping District,Beijing,China
499,Shenao Wang (王申奥),"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Huazhong University of Science,30.5202172,114.4118463,,Hongshan District,Hubei,China
500,Shenao Wang (王申奥),"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Huazhong University of Science and Technology,30.5202172,114.4118463,,Hongshan District,Hubei,China
501,Shenao Wang (王申奥),"Software Engineering for Large Language Models: Research Status, Challenges and the Road Ahead",Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Technology,42.3582529,-71.0966272,Middlesex County,Cambridge,Massachusetts,United States
502,Shouling Ji,Automatic Red Teaming LLM-based Agents with Model Context Protocol Tools,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Professor, Zhejiang University & Georgia Institute of Technology",,,,,,
503,Smita Khapre,Analyzing Code Injection Attacks on LLM-based Multi-Agent Systems in Software Development,Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,University of Colorado Colorado Springs,38.8924932,-104.7996978,El Paso County,Colorado Springs,Colorado,United States
504,Sree Bhargavi Balija,The Trust Fabric: Decentralized Interoperability and Economic Coordination for the Agentic Web,Building a secure agentic AI application leveraging A2A protocol,UC San Diego,32.7724979,-117.1880314,San Diego County,San Diego,California,United States
505,Suman Niroula,Systematization of Knowledge: Security and Safety in the Model Context Protocol Ecosystem,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Student, Youngstown State University",,,,,,
506,Suman Niroula,Systematization of Knowledge: Security and Safety in the Model Context Protocol Ecosystem,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Youngstown State University,41.1067218,-80.6477542,Mahoning County,Youngstown,Ohio,United States
507,Sunggu Kyung, Multimodal large language models in medical imaging: current state and future directions,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Asan Medical Center,37.5263041,127.1096013,,Seoul,,South Korea
508,Sunggu Kyung, Multimodal large language models in medical imaging: current state and future directions,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,Biomedical Engineering,,,,,,
509,Sunggu Kyung, Multimodal large language models in medical imaging: current state and future directions,Enterprise-grade security for the model context protocol (mcp): Frameworks and mitigation strategies,"Biomedical Engineering, Asan Medical Center",,,,,,
510,Sébastien Krier,Distributional AGI safety,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Google DeepMind,37.421473,-122.080679,Santa Clara,Mountain View,California,USA
511,Tatiana Petrova,From Semantic Web and MAS to Agentic AI: A Unified Narrative of the Web of Agents,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,Research Associate,,,,,,
512,Tatiana Petrova,From Semantic Web and MAS to Agentic AI: A Unified Narrative of the Web of Agents,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,"Research Associate, University of Luxembourg",,,,,,
513,Tatiana Petrova,From Semantic Web and MAS to Agentic AI: A Unified Narrative of the Web of Agents,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,University of Luxembourg,49.5036259,5.9487155,Canton Esch-sur-Alzette,,,Luxembourg
514,Thulasyammal Ramiah Pillai," A research landscape of Agentic AI and large language models: Applications, challenges and future directions",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,"Senior Lecturer of School of Computing and IT, Taylors University",,,,,,
515,Thulasyammal Ramiah Pillai," A research landscape of Agentic AI and large language models: Applications, challenges and future directions",Securing agentic ai: A comprehensive threat model and mitigation framework for generative ai agents,Taylors University,3.0632813,101.6170616,,Subang Jaya City Council,Selangor,Malaysia
516,Tianqing Zhu,Unique security and privacy threats of large language models: A comprehensive survey,A novel zero-trust identity framework for agentic ai: Decentralized authentication and fine-grained access control,City University of Macau,22.1639305,113.5574549,嘉模堂區 Nossa Senhora do Carmo,Macau,Macau,China
